Timestamp,Hour_Sin,Hour_Cos,Source,Target,Latency_ms,CPU_Usage,Mem_Usage,Users,Status
1779116773.7799628,-0.2588,-0.9659,svc3,self,261.82,34.74,36.95,180,OK
1779116773.786134,-0.2588,-0.9659,svc2,svc3,270.81,40.37,40.09,180,OK
1779116773.793469,-0.2588,-0.9659,app,svc2,601.02,43.19,41.66,180,OK
1779116774.0672529,-0.2588,-0.9659,svc3,self,261.84,34.74,36.95,180,OK
1779116774.0712252,-0.2588,-0.9659,app,svc3,270.80,43.19,41.66,180,OK
1779116776.4238741,-0.2588,-0.9659,app,self,344.44,43.19,41.66,180,OK
1779116776.7327206,-0.2588,-0.9659,svc1,self,303.11,38.97,39.31,180,OK
1779116777.0548415,-0.2588,-0.9659,svc2,self,316.93,40.37,40.09,180,OK
1779116777.3219037,-0.2588,-0.9659,svc3,self,261.77,34.74,36.95,180,OK
1779116777.325131,-0.2588,-0.9659,svc2,svc3,267.41,40.37,40.09,180,OK
1779116777.3296444,-0.2588,-0.9659,svc1,svc2,594.54,38.97,39.31,180,OK
1779116777.33416,-0.2588,-0.9659,app,svc1,907.49,43.19,41.66,180,OK
1779116777.656103,-0.2588,-0.9659,svc2,self,316.98,40.37,40.09,180,OK
1779116777.9241455,-0.2588,-0.9659,svc3,self,262.38,34.74,36.95,180,OK
1779116777.9280078,-0.2588,-0.9659,svc2,svc3,268.95,40.37,40.09,180,OK
1779116777.9321976,-0.2588,-0.9659,app,svc2,595.46,43.19,41.66,180,OK
1779116778.1988342,-0.2588,-0.9659,svc3,self,261.86,34.74,36.95,180,OK
1779116778.2035577,-0.2588,-0.9659,app,svc3,269.00,43.19,41.66,180,OK
1779116778.5564861,-0.2588,-0.9659,app,self,344.56,43.19,41.66,180,OK
1779116778.8666728,-0.2588,-0.9659,svc1,self,303.21,38.97,39.31,180,OK
1779116779.1889017,-0.2588,-0.9659,svc2,self,317.14,40.37,40.09,180,OK
1779116779.4555562,-0.2588,-0.9659,svc3,self,261.80,34.74,36.95,180,OK
1779116779.4593742,-0.2588,-0.9659,svc2,svc3,268.54,40.37,40.09,180,OK
1779116779.4650714,-0.2588,-0.9659,svc1,svc2,596.06,38.97,39.31,180,OK
1779116779.4696167,-0.2588,-0.9659,app,svc1,910.85,43.19,41.66,180,OK
1779116779.792393,-0.2588,-0.9659,svc2,self,316.91,40.37,40.09,180,OK
1779116780.0601933,-0.2588,-0.9659,svc3,self,261.92,34.74,36.95,180,OK
1779116780.064812,-0.2588,-0.9659,svc2,svc3,269.30,40.37,40.09,180,OK
1779116780.068573,-0.2588,-0.9659,app,svc2,595.95,43.19,41.66,180,OK
1779116780.3351116,-0.2588,-0.9659,svc3,self,261.84,34.74,36.95,180,OK
1779116780.339372,-0.2588,-0.9659,app,svc3,268.57,43.19,41.66,180,OK
1779116782.6912243,-0.2588,-0.9659,app,self,344.45,43.19,41.66,180,OK
1779116783.0000932,-0.2588,-0.9659,svc1,self,303.15,38.97,39.31,180,OK
1779116783.3320632,-0.2588,-0.9659,svc2,self,316.93,40.37,40.09,180,OK
1779116783.601658,-0.2588,-0.9659,svc3,self,261.83,34.74,36.95,180,OK
1779116783.6056986,-0.2588,-0.9659,svc2,svc3,270.04,40.37,40.09,180,OK
1779116783.6100774,-0.2588,-0.9659,svc1,svc2,599.57,38.97,39.31,180,OK
1779116783.6162148,-0.2588,-0.9659,app,svc1,922.81,43.19,41.66,180,OK
1779116783.9401436,-0.2588,-0.9659,svc2,self,316.93,40.37,40.09,180,OK
1779116784.207745,-0.2588,-0.9659,svc3,self,261.83,34.74,36.95,180,OK
1779116784.2157142,-0.2588,-0.9659,svc2,svc3,273.13,40.37,40.09,180,OK
1779116784.21966,-0.2588,-0.9659,app,svc2,600.08,43.19,41.66,180,OK
1779116784.4863858,-0.2588,-0.9659,svc3,self,261.85,34.74,36.95,180,OK
1779116784.4906766,-0.2588,-0.9659,app,svc3,268.72,43.19,41.66,180,OK
1779116784.8430314,-0.2588,-0.9659,app,self,344.48,43.19,41.66,180,OK
1779116785.1525419,-0.2588,-0.9659,svc1,self,303.12,38.97,39.31,180,OK
1779116785.4745014,-0.2588,-0.9659,svc2,self,316.92,40.37,40.09,180,OK
1779116785.7418458,-0.2588,-0.9659,svc3,self,261.82,34.74,36.95,180,OK
1779116785.7464585,-0.2588,-0.9659,svc2,svc3,269.47,40.37,40.09,180,OK
1779116785.7509737,-0.2588,-0.9659,svc1,svc2,596.16,38.97,39.31,180,OK
1779116785.7552645,-0.2588,-0.9659,app,svc1,908.46,43.19,41.66,180,OK
1779116786.0781043,-0.2588,-0.9659,svc2,self,316.95,40.37,40.09,180,OK
1779116786.3464677,-0.2588,-0.9659,svc3,self,261.82,34.74,36.95,180,OK
1779116786.3497286,-0.2588,-0.9659,svc2,svc3,268.10,40.37,40.09,180,OK
1779116786.3533099,-0.2588,-0.9659,app,svc2,595.37,43.19,41.66,180,OK
1779116786.6198988,-0.2588,-0.9659,svc3,self,261.83,34.74,36.95,180,OK
1779116786.6231673,-0.2588,-0.9659,app,svc3,267.49,43.19,41.66,180,OK
1779116788.9752448,-0.2588,-0.9659,app,self,344.42,43.19,41.66,180,OK
1779116789.2845993,-0.2588,-0.9659,svc1,self,303.11,38.97,39.31,180,OK
1779116789.608614,-0.2588,-0.9659,svc2,self,316.88,40.37,40.09,180,OK
1779116789.876664,-0.2588,-0.9659,svc3,self,261.86,34.74,36.95,180,OK
1779116789.881905,-0.2588,-0.9659,svc2,svc3,269.98,40.37,40.09,180,OK
1779116789.8856306,-0.2588,-0.9659,svc1,svc2,597.89,38.97,39.31,180,OK
1779116789.8893263,-0.2588,-0.9659,app,svc1,910.85,43.19,41.66,180,OK
1779116790.210968,-0.2588,-0.9659,svc2,self,317.01,40.37,40.09,180,OK
1779116790.4755106,-0.2588,-0.9659,svc3,self,259.32,34.74,36.95,180,OK
1779116790.4791126,-0.2588,-0.9659,svc2,svc3,265.38,40.37,40.09,180,OK
1779116790.4827528,-0.2588,-0.9659,app,svc2,591.17,43.19,41.66,180,OK
1779116790.7496476,-0.2588,-0.9659,svc3,self,261.81,34.74,36.95,180,OK
1779116790.7572877,-0.2588,-0.9659,app,svc3,272.19,43.19,41.66,180,OK
1779116791.1090226,-0.2588,-0.9659,app,self,344.42,43.19,41.66,180,OK
1779116791.4172246,-0.2588,-0.9659,svc1,self,303.10,38.97,39.31,180,OK
1779116791.7391798,-0.2588,-0.9659,svc2,self,316.87,40.37,40.09,180,OK
1779116792.005703,-0.2588,-0.9659,svc3,self,261.79,34.74,36.95,180,OK
1779116792.010498,-0.2588,-0.9659,svc2,svc3,269.76,40.37,40.09,180,OK
1779116792.0141783,-0.2588,-0.9659,svc1,svc2,594.81,38.97,39.31,180,OK
1779116792.017762,-0.2588,-0.9659,app,svc1,906.47,43.19,41.66,180,OK
1779116792.3396397,-0.2588,-0.9659,svc2,self,316.87,40.37,40.09,180,OK
1779116792.6067202,-0.2588,-0.9659,svc3,self,261.78,34.74,36.95,180,OK
1779116792.611132,-0.2588,-0.9659,svc2,svc3,269.13,40.37,40.09,180,OK
1779116792.6145937,-0.2588,-0.9659,app,svc2,594.47,43.19,41.66,180,OK
1779116792.8815894,-0.2588,-0.9659,svc3,self,261.80,34.74,36.95,180,OK
1779116792.8850222,-0.2588,-0.9659,app,svc3,267.89,43.19,41.66,180,OK
1779116795.237817,-0.2588,-0.9659,app,self,344.42,43.19,41.66,180,OK
1779116795.5471652,-0.2588,-0.9659,svc1,self,303.10,38.97,39.31,180,OK
1779116795.8687673,-0.2588,-0.9659,svc2,self,316.97,40.37,40.09,180,OK
1779116796.1358743,-0.2588,-0.9659,svc3,self,261.80,34.74,36.95,180,OK
1779116796.1394675,-0.2588,-0.9659,svc2,svc3,268.25,40.37,40.09,180,OK
1779116796.1446867,-0.2588,-0.9659,svc1,svc2,595.58,38.97,39.31,180,OK
1779116796.1482215,-0.2588,-0.9659,app,svc1,906.98,43.19,41.66,180,OK
1779116796.4703405,-0.2588,-0.9659,svc2,self,316.92,40.37,40.09,180,OK
1779116796.7383873,-0.2588,-0.9659,svc3,self,261.87,34.74,36.95,180,OK
1779116796.742959,-0.2588,-0.9659,svc2,svc3,269.41,40.37,40.09,180,OK
1779116796.7466888,-0.2588,-0.9659,app,svc2,595.81,43.19,41.66,180,OK
1779116797.013566,-0.2588,-0.9659,svc3,self,261.87,34.74,36.95,180,OK
1779116797.017381,-0.2588,-0.9659,app,svc3,268.23,43.19,41.66,180,OK
1779116797.3690007,-0.2588,-0.9659,app,self,344.88,43.19,41.66,180,OK
1779116797.67802,-0.2588,-0.9659,svc1,self,303.15,38.97,39.31,180,OK
1779116798.0014203,-0.2588,-0.9659,svc2,self,316.88,40.37,40.09,180,OK
1779116798.2687147,-0.2588,-0.9659,svc3,self,261.82,34.74,36.95,180,OK
1779116798.2722664,-0.2588,-0.9659,svc2,svc3,268.18,40.37,40.09,180,OK
1779116798.2769208,-0.2588,-0.9659,svc1,svc2,596.94,38.97,39.31,180,OK
1779116798.2807667,-0.2588,-0.9659,app,svc1,909.00,43.19,41.66,180,OK
1779116798.6034153,-0.2588,-0.9659,svc2,self,316.87,40.37,40.09,180,OK
1779116798.8729713,-0.2588,-0.9659,svc3,self,261.84,34.74,36.95,180,OK
1779116798.878624,-0.2588,-0.9659,svc2,svc3,271.27,40.37,40.09,180,OK
1779116798.883998,-0.2588,-0.9659,app,svc2,600.46,43.19,41.66,180,OK
1779116799.1529253,-0.2588,-0.9659,svc3,self,262.24,34.74,36.95,180,OK
1779116799.1564066,-0.2588,-0.9659,app,svc3,269.19,43.19,41.66,180,OK
1779116801.5085256,-0.2588,-0.9659,app,self,344.51,43.19,41.66,180,OK
1779116801.817233,-0.2588,-0.9659,svc1,self,303.14,38.97,39.31,180,OK
1779116802.13914,-0.2588,-0.9659,svc2,self,317.02,40.37,40.09,180,OK
1779116802.407445,-0.2588,-0.9659,svc3,self,261.88,34.74,36.95,180,OK
1779116802.411866,-0.2588,-0.9659,svc2,svc3,268.88,40.37,40.09,180,OK
1779116802.4158435,-0.2588,-0.9659,svc1,svc2,596.39,38.97,39.31,180,OK
1779116802.4199007,-0.2588,-0.9659,app,svc1,908.82,43.19,41.66,180,OK
1779116802.7412922,-0.2588,-0.9659,svc2,self,317.08,40.37,40.09,180,OK
1779116803.008458,-0.2588,-0.9659,svc3,self,261.90,34.74,36.95,180,OK
1779116803.0119896,-0.2588,-0.9659,svc2,svc3,268.26,40.37,40.09,180,OK
1779116803.0155668,-0.2588,-0.9659,app,svc2,593.83,43.19,41.66,180,OK
1779116803.2819486,-0.2588,-0.9659,svc3,self,261.96,34.74,36.95,180,OK
1779116803.2855508,-0.2588,-0.9659,app,svc3,268.05,43.19,41.66,180,OK
1779116803.63596,-0.2588,-0.9659,app,self,344.53,43.19,41.66,180,OK
1779116803.9453154,-0.2588,-0.9659,svc1,self,303.16,38.97,39.31,180,OK
1779116804.2677124,-0.2588,-0.9659,svc2,self,316.91,40.37,40.09,180,OK
1779116804.534788,-0.2588,-0.9659,svc3,self,262.16,34.74,36.95,180,OK
1779116804.5386772,-0.2588,-0.9659,svc2,svc3,268.47,40.37,40.09,180,OK
1779116804.5424223,-0.2588,-0.9659,svc1,svc2,594.24,38.97,39.31,180,OK
1779116804.5462637,-0.2588,-0.9659,app,svc1,907.38,43.19,41.66,180,OK
1779116804.868056,-0.2588,-0.9659,svc2,self,316.95,40.37,40.09,180,OK
1779116805.1349044,-0.2588,-0.9659,svc3,self,261.90,34.74,36.95,180,OK
1779116805.1391203,-0.2588,-0.9659,svc2,svc3,268.71,40.37,40.09,180,OK
1779116805.143172,-0.2588,-0.9659,app,svc2,594.69,43.19,41.66,180,OK
1779116805.4100564,-0.2588,-0.9659,svc3,self,261.84,34.74,36.95,180,OK
1779116805.4135187,-0.2588,-0.9659,app,svc3,268.11,43.19,41.66,180,OK
1779116807.7648947,-0.2588,-0.9659,app,self,344.45,43.19,41.66,180,OK
1779116808.0731707,-0.2588,-0.9659,svc1,self,303.70,38.97,39.31,180,OK
1779116808.395977,-0.2588,-0.9659,svc2,self,316.88,40.37,40.09,180,OK
1779116808.6627815,-0.2588,-0.9659,svc3,self,261.80,34.74,36.95,180,OK
1779116808.6667123,-0.2588,-0.9659,svc2,svc3,268.34,40.37,40.09,180,OK
1779116808.6705053,-0.2588,-0.9659,svc1,svc2,593.88,38.97,39.31,180,OK
1779116808.6743104,-0.2588,-0.9659,app,svc1,907.41,43.19,41.66,180,OK
1779116808.9959908,-0.2588,-0.9659,svc2,self,316.91,40.37,40.09,180,OK
1779116809.2631578,-0.2588,-0.9659,svc3,self,261.89,34.74,36.95,180,OK
1779116809.2680326,-0.2588,-0.9659,svc2,svc3,269.19,40.37,40.09,180,OK
1779116809.2717426,-0.2588,-0.9659,app,svc2,595.06,43.19,41.66,180,OK
1779116809.5393612,-0.2588,-0.9659,svc3,self,261.89,34.74,36.95,180,OK
1779116809.5433846,-0.2588,-0.9659,app,svc3,268.81,43.19,41.66,180,OK
1779116809.8946586,-0.2588,-0.9659,app,self,344.46,43.19,41.66,180,OK
1779116810.2040813,-0.2588,-0.9659,svc1,self,303.18,38.97,39.31,180,OK
1779116810.5266652,-0.2588,-0.9659,svc2,self,317.00,40.37,40.09,180,OK
1779116810.793706,-0.2588,-0.9659,svc3,self,261.78,34.74,36.95,180,OK
1779116810.7986867,-0.2588,-0.9659,svc2,svc3,269.80,40.37,40.09,180,OK
1779116810.8062458,-0.2588,-0.9659,svc1,svc2,599.46,38.97,39.31,180,OK
1779116810.8134284,-0.2588,-0.9659,app,svc1,916.43,43.19,41.66,180,OK
1779116811.1411858,-0.2588,-0.9659,svc2,self,316.92,40.37,40.09,180,OK
1779116811.4084299,-0.2588,-0.9659,svc3,self,261.84,34.74,36.95,180,OK
1779116811.4168828,-0.2588,-0.9659,svc2,svc3,273.04,40.37,40.09,180,OK
1779116811.4209213,-0.2588,-0.9659,app,svc2,602.16,43.19,41.66,180,OK
1779116811.689258,-0.2588,-0.9659,svc3,self,261.85,34.74,36.95,180,OK
1779116811.694088,-0.2588,-0.9659,app,svc3,270.40,43.19,41.66,180,OK
1779116814.04714,-0.2588,-0.9659,app,self,344.48,43.19,41.66,180,OK
1779116814.3562577,-0.2588,-0.9659,svc1,self,303.23,38.97,39.31,180,OK
1779116814.6790802,-0.2588,-0.9659,svc2,self,316.94,40.37,40.09,180,OK
1779116814.946332,-0.2588,-0.9659,svc3,self,261.80,34.74,36.95,180,OK
1779116814.9502096,-0.2588,-0.9659,svc2,svc3,268.68,40.37,40.09,180,OK
1779116814.9537308,-0.2588,-0.9659,svc1,svc2,594.38,38.97,39.31,180,OK
1779116814.9596071,-0.2588,-0.9659,app,svc1,909.48,43.19,41.66,180,OK
1779116815.283461,-0.2588,-0.9659,svc2,self,317.01,40.37,40.09,180,OK
1779116815.5503209,-0.2588,-0.9659,svc3,self,261.94,34.74,36.95,180,OK
1779116815.5543418,-0.2588,-0.9659,svc2,svc3,268.47,40.37,40.09,180,OK
1779116815.5582387,-0.2588,-0.9659,app,svc2,594.41,43.19,41.66,180,OK
1779116815.8248787,-0.2588,-0.9659,svc3,self,261.83,34.74,36.95,180,OK
1779116815.8287756,-0.2588,-0.9659,app,svc3,268.21,43.19,41.66,180,OK
1779116816.1799116,-0.2588,-0.9659,app,self,344.47,43.19,41.66,180,OK
1779116816.4886262,-0.2588,-0.9659,svc1,self,303.58,38.97,39.31,180,OK
1779116816.8115737,-0.2588,-0.9659,svc2,self,316.93,40.37,40.09,180,OK
1779116817.078725,-0.2588,-0.9659,svc3,self,261.83,34.74,36.95,180,OK
1779116817.0824747,-0.2588,-0.9659,svc2,svc3,268.58,40.37,40.09,180,OK
1779116817.0865083,-0.2588,-0.9659,svc1,svc2,595.22,38.97,39.31,180,OK
1779116817.090488,-0.2588,-0.9659,app,svc1,908.27,43.19,41.66,180,OK
1779116817.4145813,-0.2588,-0.9659,svc2,self,316.88,40.37,40.09,180,OK
1779116817.6812818,-0.2588,-0.9659,svc3,self,261.80,34.74,36.95,180,OK
1779116817.6852026,-0.2588,-0.9659,svc2,svc3,268.46,40.37,40.09,180,OK
1779116817.6891205,-0.2588,-0.9659,app,svc2,594.49,43.19,41.66,180,OK
1779116817.9571295,-0.2588,-0.9659,svc3,self,261.79,34.74,36.95,180,OK
1779116817.961694,-0.2588,-0.9659,app,svc3,269.46,43.19,41.66,180,OK
1779116820.3142602,-0.2588,-0.9659,app,self,344.56,43.19,41.66,180,OK
1779116820.6206608,-0.2588,-0.9659,svc1,self,300.58,38.97,39.31,180,OK
1779116820.9425137,-0.2588,-0.9659,svc2,self,316.98,40.37,40.09,180,OK
1779116821.2099397,-0.2588,-0.9659,svc3,self,261.83,34.74,36.95,180,OK
1779116821.2157295,-0.2588,-0.9659,svc2,svc3,270.84,40.37,40.09,180,OK
1779116821.21986,-0.2588,-0.9659,svc1,svc2,596.94,38.97,39.31,180,OK
1779116821.2244544,-0.2588,-0.9659,app,svc1,907.67,43.19,41.66,180,OK
1779116821.5477014,-0.2588,-0.9659,svc2,self,316.97,40.37,40.09,180,OK
1779116821.8150656,-0.2588,-0.9659,svc3,self,261.82,34.74,36.95,180,OK
1779116821.8187635,-0.2588,-0.9659,svc2,svc3,268.48,40.37,40.09,180,OK
1779116821.8225172,-0.2588,-0.9659,app,svc2,595.22,43.19,41.66,180,OK
1779116822.089306,-0.2588,-0.9659,svc3,self,261.84,34.74,36.95,180,OK
1779116822.0928962,-0.2588,-0.9659,app,svc3,267.96,43.19,41.66,180,OK
1779116822.444213,-0.2588,-0.9659,app,self,344.43,43.19,41.66,180,OK
1779116822.7528684,-0.2588,-0.9659,svc1,self,303.10,38.97,39.31,180,OK
1779116823.0757995,-0.2588,-0.9659,svc2,self,316.89,40.37,40.09,180,OK
1779116823.3427782,-0.2588,-0.9659,svc3,self,261.77,34.74,36.95,180,OK
1779116823.3462267,-0.2588,-0.9659,svc2,svc3,267.94,40.37,40.09,180,OK
1779116823.3500533,-0.2588,-0.9659,svc1,svc2,594.17,38.97,39.31,180,OK
1779116823.3541098,-0.2588,-0.9659,app,svc1,907.37,43.19,41.66,180,OK
1779116823.678045,-0.2588,-0.9659,svc2,self,316.96,40.37,40.09,180,OK
1779116823.945744,-0.2588,-0.9659,svc3,self,261.78,34.74,36.95,180,OK
1779116823.948857,-0.2588,-0.9659,svc2,svc3,267.62,40.37,40.09,180,OK
1779116823.9530249,-0.2588,-0.9659,app,svc2,595.19,43.19,41.66,180,OK
1779116824.2201066,-0.2588,-0.9659,svc3,self,261.89,34.74,36.95,180,OK
1779116824.2243783,-0.2588,-0.9659,app,svc3,268.95,43.19,41.66,180,OK
1779116826.5773268,-0.2588,-0.9659,app,self,344.51,43.19,41.66,180,OK
1779116826.8858955,-0.2588,-0.9659,svc1,self,303.16,38.97,39.31,180,OK
1779116827.208699,-0.2588,-0.9659,svc2,self,316.90,40.37,40.09,180,OK
1779116827.476123,-0.2588,-0.9659,svc3,self,261.87,34.74,36.95,180,OK
1779116827.4795609,-0.2588,-0.9659,svc2,svc3,268.06,40.37,40.09,180,OK
1779116827.483136,-0.2588,-0.9659,svc1,svc2,594.14,38.97,39.31,180,OK
1779116827.4866214,-0.2588,-0.9659,app,svc1,906.66,43.19,41.66,180,OK
1779116827.808243,-0.2588,-0.9659,svc2,self,316.88,40.37,40.09,180,OK
1779116828.0754447,-0.2588,-0.9659,svc3,self,261.86,34.74,36.95,180,OK
1779116828.079439,-0.2588,-0.9659,svc2,svc3,269.10,40.37,40.09,180,OK
1779116828.0833845,-0.2588,-0.9659,app,svc2,594.43,43.19,41.66,180,OK
1779116828.3509064,-0.2588,-0.9659,svc3,self,262.34,34.74,36.95,180,OK
1779116828.3549032,-0.2588,-0.9659,app,svc3,269.11,43.19,41.66,180,OK
1779116828.705684,-0.2588,-0.9659,app,self,344.49,43.19,41.66,180,OK
1779116829.014507,-0.2588,-0.9659,svc1,self,303.15,38.97,39.31,180,OK
1779116829.3365679,-0.2588,-0.9659,svc2,self,316.87,40.37,40.09,180,OK
1779116829.6083848,-0.2588,-0.9659,svc3,self,261.82,34.74,36.95,180,OK
1779116829.6117392,-0.2588,-0.9659,svc2,svc3,268.41,40.37,40.09,180,OK
1779116829.6157234,-0.2588,-0.9659,svc1,svc2,598.77,38.97,39.31,180,OK
1779116829.6199374,-0.2588,-0.9659,app,svc1,911.37,43.19,41.66,180,OK
1779116829.9435456,-0.2588,-0.9659,svc2,self,316.88,40.37,40.09,180,OK
1779116830.2115252,-0.2588,-0.9659,svc3,self,261.82,34.74,36.95,180,OK
1779116830.2153075,-0.2588,-0.9659,svc2,svc3,269.03,40.37,40.09,180,OK
1779116830.219517,-0.2588,-0.9659,app,svc2,596.04,43.19,41.66,180,OK
1779116830.487114,-0.2588,-0.9659,svc3,self,261.90,34.74,36.95,180,OK
1779116830.4918323,-0.2588,-0.9659,app,svc3,269.56,43.19,41.66,180,OK
1779116832.8438065,-0.2588,-0.9659,app,self,344.47,43.19,41.66,180,OK
1779116833.151938,-0.2588,-0.9659,svc1,self,303.18,38.97,39.31,180,OK
1779116833.4739897,-0.2588,-0.9659,svc2,self,316.92,40.37,40.09,180,OK
1779116833.742188,-0.2588,-0.9659,svc3,self,261.88,34.74,36.95,180,OK
1779116833.7463925,-0.2588,-0.9659,svc2,svc3,269.52,40.37,40.09,180,OK
1779116833.752336,-0.2588,-0.9659,svc1,svc2,598.32,38.97,39.31,180,OK
1779116833.757373,-0.2588,-0.9659,app,svc1,911.22,43.19,41.66,180,OK
1779116834.0802248,-0.2588,-0.9659,svc2,self,317.31,40.37,40.09,180,OK
1779116834.3476982,-0.2588,-0.9659,svc3,self,262.11,34.74,36.95,180,OK
1779116834.352143,-0.2588,-0.9659,svc2,svc3,269.58,40.37,40.09,180,OK
1779116834.3561656,-0.2588,-0.9659,app,svc2,596.21,43.19,41.66,180,OK
1779116834.6228194,-0.2588,-0.9659,svc3,self,261.85,34.74,36.95,180,OK
1779116834.6266303,-0.2588,-0.9659,app,svc3,268.22,43.19,41.66,180,OK
1779116834.9917207,-0.2588,-0.9659,app,self,344.44,43.19,41.66,180,OK
1779116835.3044214,-0.2588,-0.9659,svc1,self,303.47,38.97,39.31,180,OK
1779116835.6276786,-0.2588,-0.9659,svc2,self,316.94,40.37,40.09,180,OK
1779116835.895383,-0.2588,-0.9659,svc3,self,262.18,34.74,36.95,180,OK
1779116835.8990877,-0.2588,-0.9659,svc2,svc3,268.71,40.37,40.09,180,OK
1779116835.9029253,-0.2588,-0.9659,svc1,svc2,594.83,38.97,39.31,180,OK
1779116835.9065385,-0.2588,-0.9659,app,svc1,908.32,43.19,41.66,180,OK
1779116836.2282028,-0.2588,-0.9659,svc2,self,316.91,40.37,40.09,180,OK
1779116836.4962916,-0.2588,-0.9659,svc3,self,262.12,34.74,36.95,180,OK
1779116836.4998705,-0.2588,-0.9659,svc2,svc3,268.96,40.37,40.09,180,OK
1779116836.5038903,-0.2588,-0.9659,app,svc2,595.15,43.19,41.66,180,OK
1779116836.7716184,-0.2588,-0.9659,svc3,self,262.41,34.74,36.95,180,OK
1779116836.7754304,-0.2588,-0.9659,app,svc3,268.72,43.19,41.66,180,OK
1779116839.1268327,-0.2588,-0.9659,app,self,344.51,43.19,41.66,180,OK
1779116839.435578,-0.2588,-0.9659,svc1,self,303.21,38.97,39.31,180,OK
1779116839.7577157,-0.2588,-0.9659,svc2,self,316.96,40.37,40.09,180,OK
